iter	Passed	Remaining
204	2070	8030
205	2079	8013
206	2086	7995
207	2095	7979
208	2102	7958
209	2112	7946
210	2120	7928
211	2129	7914
212	2138	7901
213	2147	7889
214	2156	7872
215	2165	7858
216	2173	7843
217	2182	7827
218	2191	7814
219	2200	7803
220	2209	7787
221	2217	7770
222	2225	7755
223	2233	7737
224	2241	7722
225	2249	7703
226	2258	7689
227	2265	7672
228	2276	7664
229	2285	7652
230	2295	7640
231	2302	7622
232	2310	7605
233	2318	7589
234	2327	7575
235	2334	7557
236	2343	7543
237	2350	7526
238	2359	7513
239	2367	7495
240	2375	7482
241	2383	7464
242	2393	7454
243	2400	7437
244	2409	7424
245	2416	7407
246	2426	7397
247	2434	7381
248	2442	7366
249	2449	7349
250	2459	7340
251	2468	7326
252	2476	7310
253	2483	7294
254	2493	7283
255	2501	7270
256	2509	7255
257	2517	7241
258	2525	7225
259	2533	7211
260	2541	7196
261	2549	7180
262	2557	7166
263	2565	7150
264	2573	7137
265	2580	7121
266	2589	7109
267	2597	7093
268	2606	7083
269	2614	7069
270	2624	7059
271	2634	7051
272	2642	7037
273	2651	7025
274	2659	7011
275	2667	6998
276	2675	6982
277	2685	6975
278	2693	6960
279	2703	6953
280	2711	6938
281	2720	6926
282	2728	6912
283	2736	6898
284	2743	6883
285	2752	6872
286	2760	6858
287	2770	6849
288	2781	6842
289	2790	6830
290	2798	6818
291	2806	6805
292	2815	6793
293	2822	6778
294	2830	6765
295	2838	6750
296	2847	6738
297	2854	6724
298	2862	6710
299	2869	6696
300	2878	6684
301	2886	6670
302	2894	6657
303	2901	6643
304	2909	6630
305	2917	6617
306	2926	6605
307	2935	6594
308	2944	6584
309	2953	6573
310	2961	6561
311	2969	6547
312	2977	6534
313	2984	6520
314	2993	6509
315	3001	6496
316	3009	6483
317	3017	6471
318	3025	6459
319	3033	6446
320	3041	6434
321	3050	6422
322	3060	6414
323	3069	6403
324	3079	6396
325	3090	6389
326	3099	6378
327	3111	6375
328	3129	6381
329	3141	6378
330	3151	6369
331	3163	6364
332	3172	6354
333	3180	6342
334	3189	6331
335	3197	6318
336	3205	6306
337	3213	6293
338	3222	6282
339	3230	6270
340	3238	6257
341	3246	6245
342	3255	6235
343	3262	6221
344	3271	6211
345	3279	6198
346	3288	6188
347	3295	6175
348	3304	6163
349	3311	6149
350	3319	6138
351	3327	6124
352	3335	6113
353	3343	6101
354	3352	6090
355	3359	6077
356	3368	6066
357	3376	6054
358	3384	6042
359	3392	6031
360	3401	6021
361	3409	6008
362	3417	5996
363	3424	5984
364	3433	5973
365	3441	5962
366	3450	5950
367	3458	5938
368	3466	5928
369	3475	5918
370	3485	5909
371	3494	5899
372	3504	5891
373	3514	5882
374	3523	5872
375	3534	5865
376	3544	5857
377	3556	5852
378	3566	5843
379	3575	5834
380	3586	5826
381	3594	5815
382	3604	5807
383	3612	5795
384	3620	5783
385	3629	5773
386	3637	5761
387	3645	5750
388	3655	5742
389	3664	5732
390	3673	5722
391	3683	5713
392	3691	5701
393	3700	5691
394	3707	5678
395	3717	5669
396	3726	5659
397	3736	5651
398	3744	5639
399	3753	5629
400	3762	5620
401	3771	5609
402	3780	5600
403	3789	5590
404	3799	5582
405	3807	5571
406	3816	5561
407	3825	5551
408	3834	5540
409	3844	5531
410	3852	5521
411	3863	5514
412	3873	5506
413	3883	5497
414	3892	5487
415	3900	5475
416	3909	5465
417	3916	5453
418	3924	5441
419	3933	5431
420	3941	5421
421	3949	5409
422	3957	5398
423	3965	5387
424	3974	5376
425	3982	5366
426	3991	5355
427	3998	5344
428	4006	5333
429	4014	5321
430	4023	5311
431	4030	5299
432	4038	5288
433	4045	5275
434	4053	5265
435	4061	5253
436	4069	5242
437	4077	5231
438	4085	5221
439	4093	5209
440	4101	5199
441	4109	5188
442	4117	5177
443	4128	5170
444	4139	5162
445	4147	5151
446	4156	5142
447	4164	5130
448	4173	5121
449	4181	5110
450	4190	5100
451	4197	5089
452	4206	5079
453	4213	5067
454	4223	5059
455	4232	5049
456	4242	5040
457	4250	5030
458	4258	5018
459	4266	5008
460	4275	4998
461	4284	4989
462	4292	4978
463	4300	4968
464	4308	4957
465	4317	4947
466	4326	4937
467	4336	4929
468	4344	4918
469	4353	4909
470	4360	4897
471	4370	4888
472	4377	4877
473	4390	4871
474	4398	4862
475	4406	4850
476	4414	4840
477	4424	4831
478	4433	4822
479	4441	4811
480	4451	4803
481	4459	4792
482	4468	4782
483	4475	4771
484	4484	4762
485	4492	4751
486	4501	4741
487	4509	4730
488	4518	4721
489	4525	4710
490	4534	4700
491	4541	4689
492	4550	4679
493	4557	4668
494	4566	4658
495	4573	4647
496	4599	4654
497	4606	4643
498	4615	4633
499	4622	4622
500	4631	4613
501	4638	4602
502	4647	4591
503	4655	4581
504	4663	4571
505	4671	4560
506	4680	4550
507	4687	4539
508	4696	4530
509	4704	4519
510	4712	4509
511	4720	4499
512	4730	4490
513	4737	4479
514	4745	4469
515	4753	4458
516	4762	4448
517	4769	4437
518	4779	4430
519	4787	4419
520	4796	4409
521	4804	4399
522	4813	4389
523	4820	4379
524	4829	4369
525	4836	4358
526	4845	4348
527	4853	4338
528	4861	4328
529	4868	4317
530	4877	4308
531	4885	4297
532	4893	4287
533	4901	4277
534	4910	4267
535	4918	4257
536	4926	4247
537	4934	4237
538	4943	4227
539	4952	4218
540	4961	4209
541	4969	4199
542	4976	4188
543	4985	4179
544	4993	4168
545	5001	4158
546	5009	4148
547	5019	4139
548	5028	4130
549	5038	4122
550	5046	4111
551	5054	4102
552	5062	4091
553	5070	4081
554	5077	4071
555	5086	4061
556	5094	4051
557	5102	4041
558	5111	4032
559	5120	4023
560	5127	4012
561	5135	4002
562	5143	3992
563	5152	3983
564	5160	3972
565	5169	3963
566	5177	3954
567	5187	3945
568	5194	3934
569	5203	3925
570	5211	3915
571	5220	3906
572	5228	3896
573	5237	3886
574	5244	3876
575	5253	3867
576	5261	3857
577	5269	3847
578	5277	3837
579	5286	3828
580	5294	3818
581	5302	3808
582	5311	3799
583	5319	3789
584	5327	3779
585	5336	3770
586	5343	3759
587	5352	3750
588	5361	3741
589	5369	3731
590	5377	3721
591	5385	3711
592	5393	3701
593	5401	3691
594	5409	3682
595	5417	3672
596	5425	3662
597	5434	3653
598	5442	3643
599	5450	3633
600	5458	3623
601	5465	3613
602	5473	3603
603	5481	3594
604	5489	3583
605	5498	3574
606	5505	3564
607	5514	3555
608	5522	3545
609	5531	3536
610	5539	3526
611	5547	3517
612	5555	3507
613	5563	3497
614	5571	3487
615	5579	3478
616	5587	3468
617	5595	3458
618	5602	3448
619	5613	3440
620	5622	3431
621	5633	3423
622	5642	3414
623	5651	3405
624	5660	3396
625	5667	3386
626	5676	3376
627	5684	3367
628	5693	3358
629	5700	3348
630	5709	3338
631	5716	3328
632	5725	3319
633	5732	3309
634	5742	3300
635	5749	3290
636	5759	3281
637	5766	3271
638	5775	3262
639	5782	3252
640	5790	3243
641	5798	3233
642	5807	3224
643	5814	3214
644	5822	3204
645	5829	3194
646	5839	3186
647	5847	3176
648	5855	3167
649	5864	3157
650	5873	3148
651	5880	3138
652	5889	3129
653	5896	3119
654	5904	3110
655	5912	3100
656	5921	3091
657	5928	3081
658	5937	3072
659	5944	3062
660	5954	3053
661	5962	3044
662	5970	3035
663	5978	3025
664	5987	3016
665	5994	3006
666	6003	2997
667	6011	2987
668	6021	2979
669	6032	2971
670	6041	2962
671	6049	2952
672	6057	2943
673	6066	2934
674	6073	2924
675	6082	2915
676	6090	2905
677	6098	2896
678	6107	2887
679	6116	2878
680	6123	2868
681	6131	2859
682	6139	2849
683	6150	2841
684	6157	2831
685	6165	2822
686	6173	2812
687	6182	2803
688	6189	2793
689	6197	2784
690	6204	2774
691	6212	2765
692	6220	2755
693	6229	2746
694	6238	2737
695	6247	2728
696	6256	2719
697	6266	2711
698	6275	2702
699	6284	2693
700	6294	2684
701	6303	2675
702	6311	2666
703	6319	2656
704	6327	2647
705	6335	2638
706	6343	2628
707	6351	2619
708	6362	2611
709	6369	2601
710	6378	2592
711	6387	2583
712	6400	2576
713	6411	2568
714	6419	2558
715	6432	2551
716	6441	2542
717	6450	2533
718	6461	2525
719	6471	2516
720	6480	2507
721	6490	2499
722	6498	2489
723	6506	2480
724	6514	2471
725	6523	2461
726	6530	2452
727	6539	2443
728	6546	2433
729	6555	2424
730	6563	2415
731	6571	2406
732	6580	2396
733	6588	2387
734	6596	2378
735	6604	2369
736	6612	2359
737	6621	2350
738	6628	2341
739	6636	2331
740	6644	2322
741	6652	2312
742	6660	2303
743	6667	2294
744	6676	2285
745	6684	2275
746	6693	2267
747	6703	2258
748	6711	2249
749	6719	2239
750	6726	2230
751	6734	2221
752	6742	2211
753	6750	2202
754	6758	2193
755	6766	2183
756	6774	2174
757	6781	2165
758	6791	2156
759	6798	2146
760	6806	2137
761	6814	2128
762	6825	2120
763	6834	2111
764	6856	2106
765	6864	2096
766	6872	2087
767	6879	2078
768	6888	2069
769	6895	2059
770	6904	2050
771	6912	2041
772	6920	2032
773	6928	2022
774	6936	2013
775	6943	2004
776	6953	1995
777	6960	1986
778	6968	1977
779	6976	1967
780	6986	1958
781	6993	1949
782	7002	1940
783	7009	1931
784	7020	1922
785	7027	1913
786	7036	1904
787	7044	1895
788	7052	1886
789	7060	1876
790	7068	1867
791	7076	1858
792	7085	1849
793	7095	1840
794	7103	1831
795	7112	1822
796	7121	1813
797	7129	1804
798	7137	1795
799	7146	1786
800	7153	1777
801	7161	1768
802	7169	1758
803	7177	1749
804	7185	1740
805	7193	1731
806	7202	1722
807	7210	1713
808	7220	1704
809	7230	1696
810	7238	1686
811	7248	1678
812	7255	1668
813	7264	1659
814	7272	1650
815	7281	1641
816	7289	1632
817	7299	1624
818	7307	1614
819	7316	1606
820	7326	1597
821	7334	1588
822	7342	1579
823	7349	1569
824	7358	1560
825	7365	1551
826	7374	1542
827	7381	1533
828	7390	1524
829	7398	1515
830	7407	1506
831	7414	1497
832	7423	1488
833	7430	1479
834	7439	1470
835	7447	1460
836	7455	1451
837	7462	1442
838	7471	1433
839	7479	1424
840	7487	1415
841	7495	1406
842	7503	1397
843	7511	1388
844	7520	1379
845	7528	1370
846	7536	1361
847	7543	1352
848	7551	1343
849	7559	1334
850	7567	1324
851	7575	1315
852	7583	1306
853	7592	1297
854	7599	1288
855	7611	1280
856	7620	1271
857	7628	1262
858	7637	1253
859	7644	1244
860	7653	1235
861	7661	1226
862	7669	1217
863	7677	1208
864	7685	1199
865	7693	1190
866	7701	1181
867	7710	1172
868	7718	1163
869	7726	1154
870	7734	1145
871	7741	1136
872	7750	1127
873	7757	1118
874	7766	1109
875	7775	1100
876	7784	1091
877	7792	1082
878	7802	1074
879	7809	1064
880	7818	1056
881	7826	1047
882	7835	1038
883	7842	1029
884	7850	1020
885	7858	1011
886	7866	1002
887	7874	993
888	7882	984
889	7889	975
890	7897	966
891	7905	957
892	7913	948
893	7921	939
894	7929	930
895	7936	921
896	7945	912
897	7952	903
898	7960	894
899	7969	885
900	7979	876
901	7988	867
902	7997	859
903	8007	850
904	8018	841
905	8030	833
906	8042	824
907	8054	816
908	8067	807
909	8079	799
910	8089	790
911	8101	781
912	8111	772
913	8120	764
914	8131	755
915	8143	746
916	8154	738
917	8167	729
918	8179	720
919	8188	712
920	8199	703
921	8209	694
922	8217	685
923	8227	676
924	8234	667
925	8244	658
926	8251	649
927	8260	640
928	8268	631
929	8278	623
930	8285	614
931	8297	605
932	8306	596
933	8314	587
934	8324	578
935	8332	569
936	8343	561
937	8352	552
938	8363	543
939	8373	534
940	8384	525
941	8394	516
942	8403	507
943	8413	499
944	8423	490
945	8431	481
946	8440	472
947	8448	463
948	8458	454
949	8465	445
950	8475	436
951	8484	427
952	8493	418
953	8504	410
954	8513	401
955	8524	392
956	8579	385
957	8612	377
958	8626	368
959	8636	359
960	8652	351
961	8663	342
962	8675	333
963	8685	324
964	8693	315
965	8701	306
966	8709	297
967	8719	288
968	8726	279
969	8735	270
970	8744	261
971	8753	252
972	8761	243
973	8770	234
974	8779	225
975	8788	216
976	8798	207
977	8807	198
978	8818	189
979	8830	180
980	8840	171
981	8850	162
982	8859	153
983	8870	144
984	8881	135
985	8890	126
986	8901	117
987	8909	108
988	8918	99
989	8926	90
990	8934	81
991	8942	72
992	8950	63
993	8957	54
994	8966	45
995	8974	36
996	8982	27
997	8990	18
998	9000	9
999	9007	0
